id_municipio_ibge,cluster_id,cluster_label
4322855,1,Desenvolvimento Avancado
4202099,1,Desenvolvimento Avancado
3136207,0,Polos de Desenvolvimento
3139409,2,Em Desenvolvimento
3165909,3,Vulneraveis
3520426,1,Desenvolvimento Avancado
3522901,1,Desenvolvimento Avancado
1301654,4,Criticos
5107792,2,Em Desenvolvimento
2701407,3,Vulneraveis
2702355,4,Criticos
1501808,4,Criticos
1701903,3,Vulneraveis
1720655,2,Em Desenvolvimento
2404804,1,Desenvolvimento Avancado
3301603,2,Em Desenvolvimento
5218391,1,Desenvolvimento Avancado
5218805,0,Polos de Desenvolvimento
2515500,3,Vulneraveis
2929602,3,Vulneraveis
4107553,1,Desenvolvimento Avancado
4110003,1,Desenvolvimento Avancado
4111100,1,Desenvolvimento Avancado
4113759,2,Em Desenvolvimento
4117271,2,Em Desenvolvimento
3152501,0,Polos de Desenvolvimento
3172103,2,Em Desenvolvimento
5004502,2,Em Desenvolvimento
1716604,2,Em Desenvolvimento
5211701,1,Desenvolvimento Avancado
2308104,3,Vulneraveis
4316436,0,Polos de Desenvolvimento
4322707,0,Polos de Desenvolvimento
4204905,1,Desenvolvimento Avancado
3170057,3,Vulneraveis
3518602,1,Desenvolvimento Avancado
3543238,1,Desenvolvimento Avancado
3513603,2,Em Desenvolvimento
1508084,2,Em Desenvolvimento
2106672,4,Criticos
3305133,2,Em Desenvolvimento
5219357,1,Desenvolvimento Avancado
2208809,3,Vulneraveis
2931103,3,Vulneraveis
4126306,2,Em Desenvolvimento
4313102,0,Polos de Desenvolvimento
4202537,0,Polos de Desenvolvimento
4214102,0,Polos de Desenvolvimento
3124906,2,Em Desenvolvimento
3147956,3,Vulneraveis
3148756,3,Vulneraveis
3503307,0,Polos de Desenvolvimento
3540705,0,Polos de Desenvolvimento
5108956,2,Em Desenvolvimento
1502707,2,Em Desenvolvimento
1503606,2,Em Desenvolvimento
2502409,3,Vulneraveis
2209203,4,Criticos
3504503,0,Polos de Desenvolvimento
3519402,0,Polos de Desenvolvimento
3537701,1,Desenvolvimento Avancado
3540507,2,Em Desenvolvimento
2919702,3,Vulneraveis
4304853,1,Desenvolvimento Avancado
4319752,1,Desenvolvimento Avancado
4207858,1,Desenvolvimento Avancado
3503604,1,Desenvolvimento Avancado
3536901,1,Desenvolvimento Avancado
2700300,2,Em Desenvolvimento
2511905,4,Criticos
2304251,3,Vulneraveis
2312601,3,Vulneraveis
2927606,4,Criticos
4212270,2,Em Desenvolvimento
3103009,3,Vulneraveis
3170529,3,Vulneraveis
3527306,0,Polos de Desenvolvimento
3545605,0,Polos de Desenvolvimento
3205036,2,Em Desenvolvimento
1705557,2,Em Desenvolvimento
2502805,3,Vulneraveis
2304004,3,Vulneraveis
2605806,3,Vulneraveis
2902807,3,Vulneraveis
2912905,3,Vulneraveis
4100459,2,Em Desenvolvimento
4215000,1,Desenvolvimento Avancado
3125903,3,Vulneraveis
3126406,1,Desenvolvimento Avancado
3139607,2,Em Desenvolvimento
3152907,1,Desenvolvimento Avancado
1708254,2,Em Desenvolvimento
2110005,4,Criticos
2112902,3,Vulneraveis
5215207,1,Desenvolvimento Avancado
2516607,3,Vulneraveis
2605103,3,Vulneraveis
2904902,2,Em Desenvolvimento
4126256,1,Desenvolvimento Avancado
4216354,1,Desenvolvimento Avancado
3163805,2,Em Desenvolvimento
3502705,2,Em Desenvolvimento
3546900,1,Desenvolvimento Avancado
1100049,0,Polos de Desenvolvimento
2105963,4,Criticos
5205521,2,Em Desenvolvimento
2514107,4,Criticos
2604908,3,Vulneraveis
4109203,1,Desenvolvimento Avancado
4109906,1,Desenvolvimento Avancado
4200507,1,Desenvolvimento Avancado
3116308,3,Vulneraveis
3124609,2,Em Desenvolvimento
3126703,3,Vulneraveis
3150000,2,Em Desenvolvimento
3153806,2,Em Desenvolvimento
3160959,2,Em Desenvolvimento
3200805,2,Em Desenvolvimento
2801306,3,Vulneraveis
2411429,2,Em Desenvolvimento
5200852,1,Desenvolvimento Avancado
2514305,3,Vulneraveis
2306603,4,Criticos
2902302,3,Vulneraveis
4115002,1,Desenvolvimento Avancado
4125456,1,Desenvolvimento Avancado
4314159,1,Desenvolvimento Avancado
3108206,2,Em Desenvolvimento
3126950,4,Criticos
3526100,2,Em Desenvolvimento
1600303,0,Polos de Desenvolvimento
1501253,3,Vulneraveis
2406106,3,Vulneraveis
2102903,4,Criticos
5205901,1,Desenvolvimento Avancado
2502003,3,Vulneraveis
2603504,3,Vulneraveis
2211100,4,Criticos
4306601,2,Em Desenvolvimento
4314704,2,Em Desenvolvimento
3102209,3,Vulneraveis
3108503,3,Vulneraveis
3113602,1,Desenvolvimento Avancado
3145802,2,Em Desenvolvimento
3514304,1,Desenvolvimento Avancado
3532827,2,Em Desenvolvimento
1505486,4,Criticos
2105104,4,Criticos
5218789,1,Desenvolvimento Avancado
5217302,2,Em Desenvolvimento
2611804,3,Vulneraveis
4128658,2,Em Desenvolvimento
3171907,3,Vulneraveis
3548906,0,Polos de Desenvolvimento
5000856,1,Desenvolvimento Avancado
1720937,3,Vulneraveis
3305307,2,Em Desenvolvimento
4301206,1,Desenvolvimento Avancado
3515129,1,Desenvolvimento Avancado
1505650,4,Criticos
5214606,0,Polos de Desenvolvimento
2513927,3,Vulneraveis
2201309,4,Criticos
2202653,4,Criticos
2933158,3,Vulneraveis
3516507,1,Desenvolvimento Avancado
1100114,2,Em Desenvolvimento
2100873,4,Criticos
2313351,3,Vulneraveis
2615706,2,Em Desenvolvimento
2930006,3,Vulneraveis
4103222,0,Polos de Desenvolvimento
4116505,1,Desenvolvimento Avancado
4119905,0,Polos de Desenvolvimento
4315073,1,Desenvolvimento Avancado
3117306,2,Em Desenvolvimento
3167004,2,Em Desenvolvimento
3168101,0,Polos de Desenvolvimento
3514601,1,Desenvolvimento Avancado
3538105,1,Desenvolvimento Avancado
3542701,1,Desenvolvimento Avancado
5214051,2,Em Desenvolvimento
2601102,3,Vulneraveis
2914901,3,Vulneraveis
4128609,1,Desenvolvimento Avancado
4214409,1,Desenvolvimento Avancado
4215604,1,Desenvolvimento Avancado
3101102,2,Em Desenvolvimento
3158409,1,Desenvolvimento Avancado
3548401,1,Desenvolvimento Avancado
3551207,1,Desenvolvimento Avancado
5108204,0,Polos de Desenvolvimento
2701605,4,Criticos
1501725,4,Criticos
1505536,2,Em Desenvolvimento
2303105,3,Vulneraveis
2200053,4,Criticos
2202851,4,Criticos
2901957,3,Vulneraveis
2912004,3,Vulneraveis
4125100,2,Em Desenvolvimento
4302584,0,Polos de Desenvolvimento
3128709,0,Polos de Desenvolvimento
3147907,0,Polos de Desenvolvimento
3532900,1,Desenvolvimento Avancado
5107909,0,Polos de Desenvolvimento
1504000,4,Criticos
5221908,1,Desenvolvimento Avancado
2610004,3,Vulneraveis
4107850,2,Em Desenvolvimento
4111258,2,Em Desenvolvimento
4218202,0,Polos de Desenvolvimento
3105400,1,Desenvolvimento Avancado
3115359,1,Desenvolvimento Avancado
3156452,2,Em Desenvolvimento
3157278,3,Vulneraveis
3515194,1,Desenvolvimento Avancado
1200385,3,Vulneraveis
2708204,4,Criticos
2101772,4,Criticos
2110039,3,Vulneraveis
2201606,4,Criticos
2913903,2,Em Desenvolvimento
4108601,0,Polos de Desenvolvimento
4113502,0,Polos de Desenvolvimento
4304200,2,Em Desenvolvimento
4312807,0,Polos de Desenvolvimento
4322806,0,Polos de Desenvolvimento
4209508,1,Desenvolvimento Avancado
4211702,0,Polos de Desenvolvimento
4215752,2,Em Desenvolvimento
3120151,3,Vulneraveis
3144201,3,Vulneraveis
3158953,2,Em Desenvolvimento
1301100,4,Criticos
5101902,2,Em Desenvolvimento
1500347,3,Vulneraveis
1717206,3,Vulneraveis
2112506,4,Criticos
5215256,2,Em Desenvolvimento
2926301,3,Vulneraveis
2931202,3,Vulneraveis
4313490,0,Polos de Desenvolvimento
3130804,2,Em Desenvolvimento
2111763,3,Vulneraveis
2201002,4,Criticos
2207405,4,Criticos
2210805,3,Vulneraveis
4204509,0,Polos de Desenvolvimento
4208500,0,Polos de Desenvolvimento
3105509,2,Em Desenvolvimento
3110608,0,Polos de Desenvolvimento
3133600,1,Desenvolvimento Avancado
3537800,1,Desenvolvimento Avancado
1718501,4,Criticos
3306008,0,Polos de Desenvolvimento
5201108,0,Polos de Desenvolvimento
2501807,2,Em Desenvolvimento
2613008,4,Criticos
2204501,2,Em Desenvolvimento
2920205,3,Vulneraveis
4101705,1,Desenvolvimento Avancado
4107207,0,Polos de Desenvolvimento
4318465,2,Em Desenvolvimento
4322327,2,Em Desenvolvimento
4303905,1,Desenvolvimento Avancado
4313409,1,Desenvolvimento Avancado
4314902,0,Polos de Desenvolvimento
4206108,1,Desenvolvimento Avancado
3136652,1,Desenvolvimento Avancado
3520442,0,Polos de Desenvolvimento
3527801,1,Desenvolvimento Avancado
3548500,0,Polos de Desenvolvimento
3556206,0,Polos de Desenvolvimento
3510609,1,Desenvolvimento Avancado
3543303,0,Polos de Desenvolvimento
5300108,0,Polos de Desenvolvimento
2804458,3,Vulneraveis
5217609,2,Em Desenvolvimento
2304400,0,Polos de Desenvolvimento
2607901,0,Polos de Desenvolvimento
2609600,1,Desenvolvimento Avancado
2913200,3,Vulneraveis
2929107,3,Vulneraveis
4315552,2,Em Desenvolvimento
3142502,2,Em Desenvolvimento
3547809,0,Polos de Desenvolvimento
1713700,3,Vulneraveis
2511509,3,Vulneraveis
2312403,3,Vulneraveis
2205458,4,Criticos
2207504,4,Criticos
4303301,1,Desenvolvimento Avancado
4305116,1,Desenvolvimento Avancado
4308656,2,Em Desenvolvimento
4321634,0,Polos de Desenvolvimento
4306403,1,Desenvolvimento Avancado
4200200,1,Desenvolvimento Avancado
3133006,1,Desenvolvimento Avancado
3153103,2,Em Desenvolvimento
3507209,1,Desenvolvimento Avancado
2413508,3,Vulneraveis
2411809,3,Vulneraveis
2111672,4,Criticos
2107506,1,Desenvolvimento Avancado
2511400,3,Vulneraveis
2607208,2,Em Desenvolvimento
2919207,0,Polos de Desenvolvimento
4114807,0,Polos de Desenvolvimento
4300638,2,Em Desenvolvimento
4314779,0,Polos de Desenvolvimento
3171204,1,Desenvolvimento Avancado
3506409,0,Polos de Desenvolvimento
3506607,0,Polos de Desenvolvimento
3513801,1,Desenvolvimento Avancado
2408706,3,Vulneraveis
3305554,1,Desenvolvimento Avancado
5212253,0,Polos de Desenvolvimento
5215603,2,Em Desenvolvimento
2516508,3,Vulneraveis
2208304,3,Vulneraveis
4122305,1,Desenvolvimento Avancado
4312625,2,Em Desenvolvimento
4320909,0,Polos de Desenvolvimento
4309308,1,Desenvolvimento Avancado
4210100,0,Polos de Desenvolvimento
3107802,3,Vulneraveis
3112307,2,Em Desenvolvimento
3124203,2,Em Desenvolvimento
3150307,2,Em Desenvolvimento
3144805,0,Polos de Desenvolvimento
1400282,4,Criticos
1507755,3,Vulneraveis
5006309,0,Polos de Desenvolvimento
2903409,3,Vulneraveis
2915106,3,Vulneraveis
2905701,0,Polos de Desenvolvimento
4304952,1,Desenvolvimento Avancado
3103405,2,Em Desenvolvimento
3516903,0,Polos de Desenvolvimento
2800704,4,Criticos
2104677,4,Criticos
3302601,0,Polos de Desenvolvimento
2614402,3,Vulneraveis
2209377,3,Vulneraveis
4121802,0,Polos de Desenvolvimento
4209177,0,Polos de Desenvolvimento
3111507,1,Desenvolvimento Avancado
3171154,3,Vulneraveis
3522158,2,Em Desenvolvimento
3529203,1,Desenvolvimento Avancado
1304203,3,Vulneraveis
5105176,2,Em Desenvolvimento
2707909,3,Vulneraveis
2806305,4,Criticos
1703867,2,Em Desenvolvimento
5209408,3,Vulneraveis
5212709,3,Vulneraveis
2506202,2,Em Desenvolvimento
2900355,4,Criticos
2902500,3,Vulneraveis
2917706,2,Em Desenvolvimento
2933455,3,Vulneraveis
4114500,0,Polos de Desenvolvimento
4213500,0,Polos de Desenvolvimento
3120003,3,Vulneraveis
3130903,2,Em Desenvolvimento
3134301,0,Polos de Desenvolvimento
3145604,1,Desenvolvimento Avancado
3152709,2,Em Desenvolvimento
3506359,0,Polos de Desenvolvimento
5103858,3,Vulneraveis
2800209,3,Vulneraveis
5002704,0,Polos de Desenvolvimento
1706506,3,Vulneraveis
1712454,3,Vulneraveis
2512762,4,Criticos
2304707,4,Criticos
2604502,3,Vulneraveis
2615508,3,Vulneraveis
2203750,4,Criticos
2211001,0,Polos de Desenvolvimento
2903904,3,Vulneraveis
2917102,3,Vulneraveis
2906501,2,Em Desenvolvimento
4202875,2,Em Desenvolvimento
4205001,2,Em Desenvolvimento
3102050,2,Em Desenvolvimento
3118502,1,Desenvolvimento Avancado
3160405,0,Polos de Desenvolvimento
2109601,3,Vulneraveis
5215900,0,Polos de Desenvolvimento
5221452,2,Em Desenvolvimento
2201572,4,Criticos
2925956,4,Criticos
4102307,1,Desenvolvimento Avancado
4310405,2,Em Desenvolvimento
3107406,0,Polos de Desenvolvimento
1502608,3,Vulneraveis
2502151,2,Em Desenvolvimento
2513901,3,Vulneraveis
2206670,4,Criticos
2207777,3,Vulneraveis
4305405,0,Polos de Desenvolvimento
4305900,2,Em Desenvolvimento
4202081,1,Desenvolvimento Avancado
3110707,2,Em Desenvolvimento
3129301,2,Em Desenvolvimento
3130200,1,Desenvolvimento Avancado
3555703,1,Desenvolvimento Avancado
1506559,4,Criticos
2111904,4,Criticos
2114007,3,Vulneraveis
5218706,1,Desenvolvimento Avancado
2906006,4,Criticos
4300208,0,Polos de Desenvolvimento
4304408,0,Polos de Desenvolvimento
4316733,0,Polos de Desenvolvimento
4322103,0,Polos de Desenvolvimento
4203253,2,Em Desenvolvimento
4205456,0,Polos de Desenvolvimento
4215356,2,Em Desenvolvimento
3526001,1,Desenvolvimento Avancado
3531704,2,Em Desenvolvimento
1200344,4,Criticos
2615003,2,Em Desenvolvimento
2925501,3,Vulneraveis
4211306,1,Desenvolvimento Avancado
3138302,1,Desenvolvimento Avancado
3162401,3,Vulneraveis
3551603,0,Polos de Desenvolvimento
3541901,1,Desenvolvimento Avancado
1702554,2,Em Desenvolvimento
2103109,3,Vulneraveis
2108207,2,Em Desenvolvimento
3301850,1,Desenvolvimento Avancado
2905909,4,Criticos
2920809,4,Criticos
4106456,3,Vulneraveis
4301800,2,Em Desenvolvimento
4218806,1,Desenvolvimento Avancado
3136520,3,Vulneraveis
3169604,1,Desenvolvimento Avancado
3554656,1,Desenvolvimento Avancado
1505106,4,Criticos
2901700,3,Vulneraveis
2908606,4,Criticos
2914653,3,Vulneraveis
2930808,3,Vulneraveis
4106506,0,Polos de Desenvolvimento
4309159,2,Em Desenvolvimento
4309951,2,Em Desenvolvimento
4316006,1,Desenvolvimento Avancado
4201901,1,Desenvolvimento Avancado
3104452,3,Vulneraveis
3127800,3,Vulneraveis
3139904,2,Em Desenvolvimento
3161403,2,Em Desenvolvimento
3302205,0,Polos de Desenvolvimento
4120507,1,Desenvolvimento Avancado
3115409,3,Vulneraveis
3141702,2,Em Desenvolvimento
3146552,3,Vulneraveis
3551306,0,Polos de Desenvolvimento
1100155,2,Em Desenvolvimento
2409902,2,Em Desenvolvimento
2614600,3,Vulneraveis
2209757,4,Criticos
2907103,3,Vulneraveis
2926509,4,Criticos
3160702,0,Polos de Desenvolvimento
3171303,0,Polos de Desenvolvimento
3507506,0,Polos de Desenvolvimento
3538600,0,Polos de Desenvolvimento
3548203,1,Desenvolvimento Avancado
5103452,1,Desenvolvimento Avancado
1507474,4,Criticos
1718451,2,Em Desenvolvimento
2412302,3,Vulneraveis
3305505,0,Polos de Desenvolvimento
2500908,4,Criticos
2507507,0,Polos de Desenvolvimento
2313559,3,Vulneraveis
2602506,3,Vulneraveis
2612000,3,Vulneraveis
4114609,0,Polos de Desenvolvimento
4305603,0,Polos de Desenvolvimento
4320701,0,Polos de Desenvolvimento
3101003,3,Vulneraveis
3503703,1,Desenvolvimento Avancado
3501301,0,Polos de Desenvolvimento
2704807,3,Vulneraveis
1500701,4,Criticos
1504455,4,Criticos
2102036,4,Criticos
2103901,4,Criticos
3302304,2,Em Desenvolvimento
5214879,2,Em Desenvolvimento
2309607,3,Vulneraveis
2931350,2,Em Desenvolvimento
4312617,2,Em Desenvolvimento
4315602,0,Polos de Desenvolvimento
4203154,3,Vulneraveis
2805109,3,Vulneraveis
1718808,3,Vulneraveis
1720978,2,Em Desenvolvimento
2405108,3,Vulneraveis
2109700,4,Criticos
2314003,3,Vulneraveis
2203271,4,Criticos
4110052,1,Desenvolvimento Avancado
4304507,2,Em Desenvolvimento
4311270,0,Polos de Desenvolvimento
4321303,0,Polos de Desenvolvimento
3157252,3,Vulneraveis
3501707,1,Desenvolvimento Avancado
5104104,2,Em Desenvolvimento
1506609,3,Vulneraveis
5213772,3,Vulneraveis
4104659,0,Polos de Desenvolvimento
4319802,2,Em Desenvolvimento
4213351,2,Em Desenvolvimento
3117603,1,Desenvolvimento Avancado
3553856,2,Em Desenvolvimento
1300029,4,Criticos
5107768,0,Polos de Desenvolvimento
4113700,0,Polos de Desenvolvimento
4304804,0,Polos de Desenvolvimento
3111408,2,Em Desenvolvimento
3145372,3,Vulneraveis
3533007,1,Desenvolvimento Avancado
3535507,0,Polos de Desenvolvimento
3554953,1,Desenvolvimento Avancado
1101302,2,Em Desenvolvimento
2700805,3,Vulneraveis
2404002,3,Vulneraveis
2313955,3,Vulneraveis
2303956,3,Vulneraveis
2928059,3,Vulneraveis
4100707,2,Em Desenvolvimento
4116802,2,Em Desenvolvimento
4302378,0,Polos de Desenvolvimento
4304630,0,Polos de Desenvolvimento
4212601,0,Polos de Desenvolvimento
3114600,2,Em Desenvolvimento
3141306,1,Desenvolvimento Avancado
3164100,3,Vulneraveis
2409803,3,Vulneraveis
2303659,3,Vulneraveis
2311900,3,Vulneraveis
2612604,3,Vulneraveis
2211209,3,Vulneraveis
2914307,3,Vulneraveis
4315107,1,Desenvolvimento Avancado
3116605,1,Desenvolvimento Avancado
3203403,2,Em Desenvolvimento
2401305,3,Vulneraveis
2403004,2,Em Desenvolvimento
5220264,1,Desenvolvimento Avancado
2919306,3,Vulneraveis
2919553,0,Polos de Desenvolvimento
3161650,2,Em Desenvolvimento
3508801,0,Polos de Desenvolvimento
3555604,1,Desenvolvimento Avancado
2707008,3,Vulneraveis
2707503,4,Criticos
2509305,3,Vulneraveis
4123303,1,Desenvolvimento Avancado
4312674,0,Polos de Desenvolvimento
4215687,2,Em Desenvolvimento
3161007,2,Em Desenvolvimento
3536802,1,Desenvolvimento Avancado
3556354,1,Desenvolvimento Avancado
1507458,3,Vulneraveis
2407005,3,Vulneraveis
2414902,3,Vulneraveis
2113009,4,Criticos
2608750,3,Vulneraveis
2916401,2,Em Desenvolvimento
2923100,4,Criticos
2925808,3,Vulneraveis
2930105,2,Em Desenvolvimento
4120333,1,Desenvolvimento Avancado
4201505,0,Polos de Desenvolvimento
3114402,0,Polos de Desenvolvimento
3156403,0,Polos de Desenvolvimento
3157708,1,Desenvolvimento Avancado
3171600,3,Vulneraveis
3511003,1,Desenvolvimento Avancado
1600535,3,Vulneraveis
2500205,3,Vulneraveis
2308401,3,Vulneraveis
2603108,3,Vulneraveis
2917334,3,Vulneraveis
2921104,3,Vulneraveis
2927309,3,Vulneraveis
2932606,3,Vulneraveis
4301552,1,Desenvolvimento Avancado
3120409,1,Desenvolvimento Avancado
3151503,0,Polos de Desenvolvimento
5105259,0,Polos de Desenvolvimento
2807303,3,Vulneraveis
5003207,2,Em Desenvolvimento
2401404,3,Vulneraveis
2106300,4,Criticos
2205532,4,Criticos
2922201,3,Vulneraveis
2924009,2,Em Desenvolvimento
4320651,0,Polos de Desenvolvimento
4322301,0,Polos de Desenvolvimento
3122702,1,Desenvolvimento Avancado
3150505,1,Desenvolvimento Avancado
3157401,3,Vulneraveis
3159357,2,Em Desenvolvimento
3168002,2,Em Desenvolvimento
3544004,0,Polos de Desenvolvimento
2403905,3,Vulneraveis
2101806,4,Criticos
5213905,0,Polos de Desenvolvimento
4312476,1,Desenvolvimento Avancado
4320602,1,Desenvolvimento Avancado
4319307,1,Desenvolvimento Avancado
4321477,2,Em Desenvolvimento
4200705,2,Em Desenvolvimento
3117702,2,Em Desenvolvimento
3132701,3,Vulneraveis
3139201,3,Vulneraveis
3154705,1,Desenvolvimento Avancado
3514908,1,Desenvolvimento Avancado
5102694,2,Em Desenvolvimento
1507466,3,Vulneraveis
5002209,2,Em Desenvolvimento
5207105,1,Desenvolvimento Avancado
2515302,3,Vulneraveis
2309102,3,Vulneraveis
2910859,4,Criticos
4300554,0,Polos de Desenvolvimento
4302105,0,Polos de Desenvolvimento
4305108,0,Polos de Desenvolvimento
4310504,2,Em Desenvolvimento
4322202,2,Em Desenvolvimento
3132909,1,Desenvolvimento Avancado
3511409,1,Desenvolvimento Avancado
3520103,0,Polos de Desenvolvimento
1718550,3,Vulneraveis
2407252,3,Vulneraveis
2411056,2,Em Desenvolvimento
2104628,4,Criticos
3300209,0,Polos de Desenvolvimento
5219902,2,Em Desenvolvimento
2603702,4,Criticos
2606101,3,Vulneraveis
4201802,1,Desenvolvimento Avancado
3147709,2,Em Desenvolvimento
3151602,1,Desenvolvimento Avancado
3555505,1,Desenvolvimento Avancado
4113809,1,Desenvolvimento Avancado
4116406,1,Desenvolvimento Avancado
4123709,1,Desenvolvimento Avancado
3164407,1,Desenvolvimento Avancado
3507704,1,Desenvolvimento Avancado
